店舗名,最寄り,評価,ランチ,ディナー,URL
鈴木,調布駅,3.69,-,"￥10,000～￥14,999",https://tabelog.com/tokyo/A1326/A132601/13005981/
炭火焼うなぎ 東山物産,鵜方駅,3.69,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/mie/A2403/A240303/24006418/
うなぎ料理 あつみ,新浜松駅,3.69,"￥6,000～￥7,999","￥6,000～￥7,999",https://tabelog.com/shizuoka/A2202/A220201/22000096/
うなぎ専門店 本多,北飯山駅,3.68,"￥4,000～￥4,999","￥4,000～￥4,999",https://tabelog.com/nagano/A2001/A200105/20001229/
ちか定,石山駅,3.68,"￥4,000～￥4,999","￥3,000～￥3,999",https://tabelog.com/shiga/A2501/A250101/25000697/
うなぎ処　もりやま,宮崎,3.68,"￥3,000～￥3,999","￥2,000～￥2,999",https://tabelog.com/miyazaki/A4501/A450101/45000876/
博多名代 吉塚うなぎ屋,中洲川端駅,3.68,"￥4,000～￥4,999","￥4,000～￥4,999",https://tabelog.com/fukuoka/A4001/A400102/40000017/
鰻 川淀,平和通駅,3.68,"￥4,000～￥4,999","￥4,000～￥4,999",https://tabelog.com/fukuoka/A4004/A400401/40012535/
田舎庵 小倉本店,平和通駅,3.68,"￥5,000～￥5,999","￥5,000～￥5,999",https://tabelog.com/fukuoka/A4004/A400401/40000419/
清月,森下駅,3.68,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/aichi/A2301/A230110/23050355/
東屋,本川越駅,3.68,"￥4,000～￥4,999","￥4,000～￥4,999",https://tabelog.com/saitama/A1103/A110303/11003094/
一二三本店,松陰神社前駅,3.68,-,"￥4,000～￥4,999",https://tabelog.com/tokyo/A1317/A131709/13013099/
うなぎ 浜名,浦和駅,3.68,"￥5,000～￥5,999","￥5,000～￥5,999",https://tabelog.com/saitama/A1101/A110102/11003229/
炭焼鰻 はじめ,舞阪駅,3.68,"￥5,000～￥5,999","￥6,000～￥7,999",https://tabelog.com/shizuoka/A2202/A220201/22030160/
うな貴,勾当台公園駅,3.68,"￥5,000～￥5,999","￥6,000～￥7,999",https://tabelog.com/miyagi/A0401/A040101/4000083/
かいだ屋,高知,3.68,"￥4,000～￥4,999","￥3,000～￥3,999",https://tabelog.com/kochi/A3901/A390102/39000043/
炭焼 うな富士 有楽町店,内幸町駅,3.67,"￥6,000～￥7,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1301/A130103/13250032/
うなぎ屋酒坊・画荘 越後屋,小手指駅,3.67,"￥6,000～￥7,999","￥10,000～￥14,999",https://tabelog.com/saitama/A1106/A110601/11002889/
吉寅,堺筋本町駅,3.67,"￥5,000～￥5,999","￥5,000～￥5,999",https://tabelog.com/osaka/A2701/A270106/27001073/
うなぎの若林 大塚店,南宮崎駅,3.66,"￥4,000～￥4,999","￥3,000～￥3,999",https://tabelog.com/miyazaki/A4501/A450101/45003973/
日本橋いづもや,新日本橋駅,3.65,"￥4,000～￥4,999","￥15,000～￥19,999",https://tabelog.com/tokyo/A1302/A130202/13011198/
鰻楽,日向住吉駅,3.65,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/miyazaki/A4501/A450101/45000830/
伊賀喜,天満橋駅,3.59,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/osaka/A2701/A270104/27011949/
神田きくかわ 日比谷店,日比谷駅,3.59,"￥5,000～￥5,999","￥6,000～￥7,999",https://tabelog.com/tokyo/A1301/A130102/13000134/
しら河 浄心本店,浄心駅,3.58,"￥3,000～￥3,999","￥3,000～￥3,999",https://tabelog.com/aichi/A2301/A230109/23001045/
うなぎ料理 はし家,津新町駅,3.56,"￥3,000～￥3,999","￥2,000～￥2,999",https://tabelog.com/mie/A2401/A240101/24001425/
うなぎ 海雲,宮崎駅,3.50,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/miyazaki/A4501/A450101/45010885/
