店舗名,最寄り,評価,ランチ,ディナー,URL
とんかつ 椛,吉野町駅,3.68,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/kanagawa/A1401/A140306/14072173/
とんかつ 檍 横浜馬車道店,馬車道駅,3.68,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/kanagawa/A1401/A140104/14077627/
とんかつ ひやま,雀宮駅,3.68,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tochigi/A0901/A090101/9000141/
とんかつ よしだ,六本松駅,3.68,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/fukuoka/A4001/A400105/40055414/
山ぼたん,岡谷駅,3.68,"￥3,000～￥3,999","￥2,000～￥2,999",https://tabelog.com/nagano/A2004/A200404/20011194/
とんかつひなた,高田馬場駅,3.68,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1305/A130503/13204289/
はせ川,両国駅,3.68,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1312/A131201/13019126/
ポンチ軒,小川町駅,3.68,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1310/A131002/13141456/
くり家,錦糸町駅,3.68,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1312/A131201/13041484/
とんかつ檍 大門店,大門駅,3.68,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1314/A131401/13190933/
とんかつ桂,国分寺駅,3.67,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1325/A132502/13016062/
とんかつ 川久,鹿児島中央駅,3.67,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/kagoshima/A4601/A460101/46000246/
ポンチ軒,高崎駅（ＪＲ）,3.67,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/gunma/A1001/A100102/10018332/
馬酔木,都筑ふれあいの丘駅,3.67,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/kanagawa/A1401/A140203/14004365/
熟成豚 かわむら,京阪山科駅,3.67,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/kyoto/A2601/A260603/26029597/
とん八亭,上野御徒町駅,3.67,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1311/A131101/13003593/
水塩土菜 本店,日吉町駅,3.67,"￥1,000～￥1,999","￥4,000～￥4,999",https://tabelog.com/shizuoka/A2201/A220101/22014897/
エペ クープ,吹田駅（ＪＲ）,3.67,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/osaka/A2706/A270602/27092131/
とんかつ まさむね,溜池山王駅,3.67,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1308/A130802/13156833/
新潟かつ一 新潟内野店,新潟大学前駅,3.67,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/niigata/A1501/A150101/15008191/
とんかつ 竹亭 田上店,広木駅,3.66,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/kagoshima/A4601/A460101/46001074/
イブファーム,紀伊新庄駅,3.66,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/wakayama/A3004/A300402/30007457/
にし邑,東銀座駅,3.66,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1301/A130101/13025298/
箱崎 井のかわず,箱崎九大前駅,3.66,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/fukuoka/A4001/A400201/40052137/
とんかつ食房 厚○,神領駅,3.65,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/aichi/A2301/A230114/23006270/
あげ福,五反田駅,3.65,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1316/A131603/13154272/
とんかつ 鉄,大森駅,3.65,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1315/A131502/13178524/
ぶた いながき,桜山駅,3.65,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/aichi/A2301/A230108/23071466/
すぎ田,蔵前駅,3.65,"￥2,000～￥2,999","￥3,000～￥3,999",https://tabelog.com/tokyo/A1311/A131103/13003707/
とんかつ檍 浅草橋店,浅草橋駅,3.65,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1311/A131103/13225168/
とんかつ とみた,松戸駅,3.65,"￥1,000～￥1,999","￥3,000～￥3,999",https://tabelog.com/chiba/A1203/A120302/12051667/
とんかつ 大倉,西登戸駅,3.65,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/chiba/A1201/A120103/12045786/
とんＱ,京急川崎駅,3.65,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/kanagawa/A1405/A140501/14004581/
丸和,馬車道駅,3.64,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/kanagawa/A1401/A140104/14004558/
福よし,館林駅,3.64,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/gunma/A1002/A100204/10000922/
とんかつとカツカレーの店 キセキ食堂 岩槻店,岩槻駅,3.64,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/saitama/A1101/A110103/11050274/
矢田かつ,大曽根駅,3.64,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/aichi/A2301/A230110/23037296/
丸一,大森駅,3.63,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/tokyo/A1315/A131502/13003332/
とんかつ いそ,入地駅,3.63,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/ibaraki/A0803/A080302/8002416/
とんかつ 串揚げ 優膳,茂原駅,3.62,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/chiba/A1205/A120504/12003688/
イマカツ 六本木本店,六本木駅,3.62,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1307/A130701/13096723/
とんかつ目黒こがね,目黒駅,3.62,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1316/A131601/13218267/
とんかつ とん樹,大分駅,3.62,"￥2,000～￥2,999","￥1,000～￥1,999",https://tabelog.com/oita/A4401/A440101/44009711/
とんかつ ゆたか,浅草駅（つくばＥＸＰ）,3.61,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/tokyo/A1311/A131102/13003669/
とんかつ檍 札幌すすきの店,狸小路駅,3.61,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/hokkaido/A0101/A010103/1060980/
とんかつ わか葉,天神駅,3.61,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/fukuoka/A4001/A400103/40050758/
とんかつ上善,南茨木駅,3.59,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/osaka/A2706/A270604/27045173/
塩梅,柏駅,3.59,"￥1,000～￥1,999","￥2,000～￥2,999",https://tabelog.com/chiba/A1203/A120301/12000061/
とんかつ 栄ちゃん,西船橋駅,3.59,"￥3,000～￥3,999","￥2,000～￥2,999",https://tabelog.com/chiba/A1202/A120201/12018839/
とんかつ くにか,厚別駅,3.58,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/hokkaido/A0101/A010301/1003933/
とんかつ 三太,松戸駅,3.57,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/chiba/A1203/A120302/12005186/
とん唐てん,助信駅,3.57,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/shizuoka/A2202/A220201/22028186/
とんとこ豚,つくば駅,3.57,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/ibaraki/A0802/A080201/8014484/
きんとん 神戸店,神戸三宮駅（阪急）,3.56,"￥2,000～￥2,999","￥2,000～￥2,999",https://tabelog.com/hyogo/A2801/A280101/28049009/
とんかつ亭 天乃家,安土駅,3.52,"￥1,000～￥1,999","￥1,000～￥1,999",https://tabelog.com/shiga/A2503/A250301/25000001/
